roman,native,transliterated_sentence,WER,CER,BLEU
ek chauthai chhatro mein gyrh chhatron ne vivi ke dwar mein ekatrit hokar police dwra bnai gai rekha ko todne ka prys kiya.,एक चौथाई छात्रों में ग्यारह छात्रों ने विवि के द्वार में एकत्रित होकर पुलिस द्वारा बनाई गई रेखा को तोड़ने का प्रयास किया।,एक चौथाई छात्रो में गिरह छत्रों ने विवी के द्वार में एकत्रित होकर पोलिस द्वारा बनाई गाई रेखा को तोड़ने का प्राइज कियाँ,0.34782608695652173,0.09917355371900827,0.3124325727595954
"lekin jha mhkvyo me jivan ttha vyaktiyo ka adarshvadi chitr milta hai, upnys, jaisa fielding ki pribhsha se spasht hai, smj ki alochanatmak vykhya prastut krta hai.","लेकिन जहाँ महाकाव्यों में जीवन तथा व्यक्तियों का आदर्शवादी चित्र मिलता है, उपन्यास, जैसा फ़ील्डिंग की परिभाषा से स्पष्ट है, समाज की आलोचनात्मक व्याख्या प्रस्तुत करता है।",लेकिन झा महक्व्यो मे जीवन ट्ठा व्यक्तियो का आदर्शवादी चित्र मिल्टा हैया उपनिस जैसा फील्डिंग की परिभ्षा से स्पष्ट हैया समज की आलोचनात्मक व्यख्या प्रस्तुत करता हैया,0.5185185185185185,0.15976331360946747,0.056085591710457225
gaon mein tuchchha mamlo yda khrnje ke vivad mein bhi kai kai murder ho chuke hain ttha kai nvjvan kunthgrst ho kar apni jeevan leela ko smapt kar chuke hain.,गाँव में तुच्छ मामलों यदा खरंजे के विवाद में भी कई कई मर्डर हो चुके हैं तथा कई नवजावन कुंठाग्रस्त हो कर अपनी जीवन लीला को समाप्त कर चुके हैं।,गाओं में तुच्छा मामलो यादा खरंजे के विवाद में भी काई काई मर्डर हो चुके हैन ट्ठा काई नवज्वान कुंठग्रस्त हो कार अपनी जीवन लीला को स्माप्त कार चुके हैंट,0.5,0.1347517730496454,0.24654222231796943
use ek landing nav me chod diya jta hai aur ab use kuch vikrit prani milte hai (zahir taur par) jinse use ghrina si ho jati hai.,उसे एक लैंडिंग नाव में छोड़ दिया जाता है और अब उसे कुछ विकृत प्राणी मिलते हैं (जाहिर तौर पर) जिनसे उसे घृणा सी हो जाती है।,यूज एक लैंडिंग नव मे चोड़ दिया जता है और एबी यूज कुच विकृत प्राणी मिलते है ज़्याहिर तौर पार्य जिनसे यूज घृणा सी हो जाती हैया,0.48148148148148145,0.21311475409836064,0.15093667559450924
"paro vimnkshetra par udano ko keval drishya mausm sthitiyo me hi avtaran smbhv hai, atah yha suryoday se suryast tak hi udan smy ka prtibndh lagu hai.","पारो विमानक्षेत्र पर उड़ानों को केवल दृश्य मौसम स्थितियों में ही अवतरण संभव है, अतः यहां सूर्योदय से सूर्यास्त तक ही उड़ान समय का प्रतिबंध लागु है।",परो विम्नक्षेत्र पार उड़नो को केवल दृश्य मौस्म स्थितियो मे ही अवतरण सम्भव हैया अताह यहा सूर्योदय से सूर्यास्त तक ही उदन स्माय का प्रतिबंध लागू हैया,0.5555555555555556,0.1564625850340136,0.1991284134681029
kllon ko prachin kal mein 'shaundik' kahte the.,कलालों को प्राचीन काल में 'शौंडिक' कहते थे।,कल्लों को प्राचीन काल में शौंडिक कहते थें,0.375,0.09302325581395349,0.2979714705451885
lekin khudai me mile avshesho ke aadhar par purttvvido ka ek bda varg yeh mnta hai ki pandvo ki rjdhni isi sthal par rahi hogi.,लेकिन खुदाई में मिले अवशेषों के आधार पर पुरातत्वविदों का एक बड़ा वर्ग यह मानता है कि पांडवों की राजधानी इसी स्थल पर रही होगी।,लेकिन खुदाई मे माइल अवशेषो के आधार पार पूर्त्त्वविदो का एक बीडीए वर्ग येह मंता है की पांडवो की रजधनी आईएसआई स्थल पार रही होगिया,0.56,0.232,0.032288884624362205
ke pad ke liye ayog krr diya 28 July 2017 men Nwz Sharif ko prdhnmntri ke,के पद के लिए अयोग करार दिया 28 जुलाई 2017 में नवाज़ शरीफ काे प्रधानमंत्री के,के पद के लिये अयोग केआरआर दिया आरआर अर्ली एग्री मेन वुज हरीफ को प्रध्नमंत्री के,0.625,0.35526315789473684,0.07239768078888709
isi yug me spushpk paudhe (yani ful vale paudhe) aur pakshi pehli bar prithvi par krm-viks se utpnna hue.,इसी युग में सपुष्पक पौधे (यानि फूल वाले पौधे) और पक्षी पहली बार पृथ्वी पर क्रम-विकास से उत्पन्न हुए।,आईएसआई युग मे स्पुष्पक पौधे यानी फुल वाले पौधे और पक्षी पहली बार पृथ्वी पार क्रमत्विक्स से उत्पन्न हुएप,0.47368421052631576,0.16,0.22991104495838943
unse pehle bade bhai ian chapel aur unke bad chote bhai travor chapel ne bhi test cricket me austrelia ka prtinidhitva kiya.,उनसे पहले बड़े भाई इयान चैपल और उनके बाद छोटे भाई ट्रेवर चैपल ने भी टेस्ट क्रिकेट में ऑस्ट्रेलिया का प्रतिनिधित्व किया।,उनसे पहले बड़े भाई आईएएन चापेल और उनके बड़ चोटे भाई ट्रेवर चापेल ने भी टेस्ट क्रिकेट मे ऑस्ट्रेलिया का प्रतिनिधित्व कियाँ,0.3181818181818182,0.1092436974789916,0.30402998755191396
jile ka mukhyly Ftehgdh Sahib hai.,जिले का मुख्यालय फतेहगढ़ साहिब है।,जिले का मुख्यली तहगढ़ अहिब हैया,0.6666666666666666,0.23529411764705882,0.08633400213704504
vibhinn mtra me gyan smbndhi durblta aur avsad ke lkshn ya asthir man bhi smny hai.,विभिन्न मात्रा में ज्ञान संबंधी दुर्बलता और अवसाद के लक्षण या अस्थिर मन भी सामान्य हैं।,विभिन्न मट्रा मे ज्ञान संबंधी दुर्बलता और अवसाद के लक्षण या अस्थिर मान भी स्मनी हैया,0.3125,0.11494252873563218,0.539339630419803
"karne ke lie kiya jta hai jo electronic bhugtan ko svikar nahi karte (jaise sangeet shikshak, chln prshikshk, baccho ke khel sbk, bahut choti dukane, school aadi).","करने के लिए किया जाता है जो इलेक्ट्रॉनिक भुगतान को स्वीकार नहीं करते (जैसे संगीत शिक्षक, चालन प्रशिक्षक, बच्चों के खेल सबक, बहुत छोटी दुकानें, स्कूल आदि).",करने के लाइ किया जता है जो इलेक्ट्रॉनिक भुगतान को स्वीकार नाही करते ज्जैसे संगीत शिक्षक चलन प्रशिक्षक बच्चो के खेल सबके बहुत चोटी दुकाने स्कूल आदिप,0.4444444444444444,0.11038961038961038,0.19251433890913144
nyay mnjri pdvkyprmnprvrinjrnnaiyyik jynthbhtt krut ek vrutti granth hai .,न्याय मंजरी पदवाक्यप्रमाणपारावरीणजरन्नैयायिक जयन्तहभट्ट कृत एक वृत्ति ग्रन्थ है |,न्याय मंजरी पद्वक्यप्रम्नप्रज्ञैयिक जिंथभट्ट कृत एक वृत्ति ग्रंथ है आर्,0.4,0.30864197530864196,0.13747081017605653
rhta hai kyonki seva prdhn karne ki yojna btte smy wah inki Upeksha nahin kar skta.,रहता है क्योंकि सेवा प्रदान करने की योजना बताते समय वह इनकी उपेक्षा नहीं कर सकता।,रहता है क्योंकी सेवा प्रधान करने की योजना बट्टे स्माय वाह इंकी पीक्षा नहीं कार स्कटा,0.5625,0.18518518518518517,0.08326915667169545
Maa gaon men hai,मां गांव में है,आईए गाओं मेन है,0.75,0.4,0.08034284189446518
siddhu-kanh ne funka tha angrejo ke khilaf pehla bigul,सिद्धू-कान्हू ने फूंका था अंग्रेजों के खिलाफ पहला बिगुल,सिद्धुकन्ह ने फुंका था अंग्रेजो के खिलाफ पहला बिगुल,0.3333333333333333,0.10909090909090909,0.3303164318013807
ke smklin do rajput bhaiyon ka ttha 'jodhai veerai purbani' ki war men lakkhi jungle ke mughlklin do viron ka yauddha evan yshogan varnit hai.,के समकालीन दो राजपूत भाइयों का तथा 'जौधै वीरै पूरबाणी' की वार में लक्खी जंगल के मुगलकालीन दो वीरों का युद्ध एवं यशोगान वर्णित है।,के स्मक्लिन डो राजपुत भाइयों का ट्ठा जोधाई वीरै पूर्बानियों की वार मेन लक्खी जंगल के मुगलक्लिन डो विरोन का यौद्ध इवान यशोगान वर्णित हैया,0.52,0.23255813953488372,0.06154868977033874
Dlma ek Odia vynjn hai.,दालमा एक उड़िया व्यंजन है।,एल्मा एक डीडीआईए विंजन हैया,0.8,0.5,0.05372849659117709
unhone 'Kiriti Rai' namk ek kalpnik jasusi chritra ka srijan kiya.,उन्होने 'किरीटि राय' नामक एक काल्पनिक जासूसी चरित्र का सृजन किया।,उन्होंने अरिति एएआईएच नामक एक काल्पनिक जासूसी च्रित्र का सृजन कियाँ,0.45454545454545453,0.2153846153846154,0.23263035362970594
"Vishwas ka dava tha ki stya ka mhtvpurn bhag deivi avishkar hai, vah buddhi ki smjh mein aaye ya n aaye ise to mnna hi hoga.","विश्वास का दावा था कि सत्य का महत्वपूर्ण भाग दैवी आविष्कार है, वह बुद्धि की समझ में आए या न आए इसे तो मानना ही होगा।",ईश्वास का दावा था की स्त्य का महत्वपूर्ण भाग देवी अविष्कार हैया वाह बुद्धि की समझ में आये या एन आये आईएसई टीओ मन्ना ही होगा,0.5384615384615384,0.20689655172413793,0.16833254008329898
556 Gregorian clendr ka ek adhivarsh hai.,556 ग्रेगोरी कैलंडर का एक अधिवर्ष है।,आईएस राइगोरियन क्लेंडर का एक अधिवर्ष हैया,0.5714285714285714,0.40540540540540543,0.16348126556655487
"yah pryikta, sankhyiki aur krmchy-snchy mein upyog mein aata hai.","यह प्रायिकता, सांख्यिकी और क्रमचय-संचय में उपयोग में आता है।",याह प्रयिक्ता सांख्यिकी और क्रमच्यास्नची में उपयोग में आता हैया,0.4,0.18333333333333332,0.2826657746622342
"sanskrit OCR Sanskrit, Hinid ttha Devnargri lipi aadharit anya bhartiy bhshaon ke liye ek OCR software hai.","संस्कृत ओसीआर संस्कृत, हिन्दी तथा देवनागरी लिपि आधारित अन्य भारतीय भाषाओं के लिये एक ओसीआर सॉफ्टवेयर है।",संस्कृत आईएस अंस्कृत इयानिद ट्ठा इवनारग्री लिपी आधारित अन्य भारतीय भाषाओं के लिये एक आईएस सॉफ्टवेयर हैया,0.47058823529411764,0.25961538461538464,0.34963278932076586
Pmeer-ly prvton ki yah mukhya Shrunkhlyen hain:,पामीर-अलाय पर्वतों की यह मुख्य शृंखलाएँ हैं:,म्हृर्ल्य प्रवतों की याह मुख्य हरुंखल्यें हैंट,0.7142857142857143,0.4090909090909091,0.034052233956373766
us smy orcha ka shsk bhi mrtho ko chauth deta tha.,उस समय ओरछा का शासक भी मराठों को चौथ देता था।,यूएस स्माय ओर्चा का शस्क भी मृतो को चौथ डेटा थाँ,0.6363636363636364,0.35555555555555557,0.04740604259878138
prakruti aur swbhv smpdit karen,प्रकॄति और स्वभाव संपादित करें,प्रकृति और स्वभ्व सम्पदित करें,0.6,0.16666666666666666,0.06389431042462725
"kisi sngthn ka koi varisth vyakti athva pddhikri apne adhin adhinasth krmchriyo par niyntrn rakhne me nkmyb rehta hai, to yah us dvra kiya gya ek aparadh mna jyega.","किसी संगठन का कोई वरिष्ठ व्यक्ति अथवा पदाधिकारी अपने अधीन अधीनस्थ कर्मचारियों पर नियंत्रण रखने में नाकामयाब रहता है, तो यह उस द्वारा किया गया एक अपराध माना जाऐगा।",किसी संगठन का कोई वरिस्थ व्यक्ति अथवा पद्धिकृ अपने अधिन अधीनस्थ क्रमच्रियो पार नियंत्रण रखने मे एनकेएमईबी रहता हैया टीओ याह यूएस द्व्रा किया ग्या एक अपराध मना जायगा,0.5172413793103449,0.20987654320987653,0.12658386832089888
Sushmichandr Gupt ka shsn Ymuna aur Nrmda ke beech ke bhag par mana gya hai.,सुश्मिचंद्र गुप्त का शासन यमुना और नर्मदा के बीच के भाग पर माना गया है।,उक्ष्मीचंद्र अप्ट का शसन मुना और रामदा के बीच के भाग पार माना ग्या हैया,0.5333333333333333,0.22535211267605634,0.1892240568795935
thos avstha ke abhilakshnik gundharm ninnlikhit hain.,ठोस अवस्था के अभिलक्षणिक गुणधर्म निन्नलिखित हैं।,थोस अवस्था के अभिलक्ष्णिक गुणधर्म निन्नलिखित हैंट,0.42857142857142855,0.0625,0.09878765474230743
Pnjb rajy ADIS niyntrn socity dusre rajy ADIS socityon ki ki trh kai gair-srkri sngthnon ko protsahit krta hai jo HIV-ADIS jgrukta ki disha men kam karte hain.,पंजाब राज्य एड्स नियंत्रण सोसायटी दुसरे राज्य एड्स सोसाइटियों की की तरह कई गैर-सरकारी संगठनों को प्रोत्साहित करता है जो एचआइवी-एड्स जागरूकता की दिशा में कम करते हैं।,एनएनजेबी रज्य एग्री नियंत्रण सोसिटी दुसरे रज्य एग्री सोसिटयों की की ट्राह काई गैरसरक्री संगठनों को प्रोत्साहित करता है जो एचएचसीएचवी जगरुकता की दिशा मेन काम करते हैंट,0.5357142857142857,0.22424242424242424,0.21711852081087685
inhe marut yani vayu devta ka putra bhi kha jta hai isliye inka ek nam maruti yani vayu ke smn vegvan bhi kha jta hai.,इन्हें मरूत यानी वायु देवता का पुत्र भी कहा जाता है इसलिए इनका एक नाम मारूति यानी वायु के समान वेगवान भी कहा जाता है।,इन्हे मारुत यानी वायु देवता का पुत्र भी खा जता है इस्लिये इंका एक नाम मारुती यानी वायु के सम्न वेगवान भी खा जता हैया,0.44,0.15384615384615385,0.28089241320678904
"angrejon ke liye sthayi krisi ka vistar aavshyak tha kyonki usse rajsv ke sronton mein vriddhi ho sakti thi,","अंग्रेजों के लिए स्थायी कॄषि का विस्तार आवश्यक था क्योंकि उससे राजस्व के स्रोंतों में वृद्धि हो सकती थी,",अंग्रेजों के लिये स्थायी क्रिसी का विस्तार आवश्यक था क्योंकी उस्से राजस्व के स्रोंतों में वृद्धि हो सकती थिप,0.2631578947368421,0.09615384615384616,0.4545091839935173
khgolshstra prveshdwr khgolshstra priyojna,खगोलशास्त्र प्रवेशद्वार खगोलशास्त्र परियोजना,खगोलशस्त्र प्रवेशद्वार खगोलशस्त्र प्रियोजना,0.75,0.06818181818181818,0.08034284189446518
"rs‍htriya s‍tar par smgra smn‍vyn ke liye, Powergrid ne Kolkta mein backup sahit Delhi mein rsh‍triya","राष्‍ट्रीय स्‍तर पर समग्र समन्‍वयन के लिए, पावरग्रिड ने कोलकाता में बैकअप सहित दिल्‍ली में राष्‍ट्रीय",रस्धात्रीय स्तर पार समग्रा समन्वयन के लिये ओक्वरग्रिड ने उल्कता में बैकअप सहित एल्ही में राष्ट्रीय,0.625,0.22772277227722773,0.06801132705048075
shhnshah 1988 mein bani hindi bhshaa ki film hai.,शहँशाह 1988 में बनी हिन्दी भाषा की फ़िल्म है।,शानशाह एग्री में बानी हिंदी भाषा की फिल्म हैया,0.6666666666666666,0.28888888888888886,0.056122223243057295
"Obma privr ne is nasl ko isliye chuna, kyonki btya jata hai ki ismne elarji kii prtikriya kii smbhavna kam hai.","ओबामा परिवार ने इस नस्ल को इसलिए चुना, क्योंकि बताया जाता है कि इसमें एलर्जी की प्रतिक्रिया की संभावना कम है।",एबीएमए प्राइवर ने आईएस नस्ल को इस्लिये चुना क्योंकी बीटीया जाता है की इस्मने एलार्जी की प्रतिक्रिया की सम्भावना काम हैया,0.6190476190476191,0.26605504587155965,0.06746462123641898
jab in prto ko kshtigrst cornea par pratiropit kiya jta hai to stem koshikae uttejit ho svym durust hokar antatah drishti bhl karne me shyk sabit hoti hai.,जब इन परतों को क्षतिग्रस्त कॉर्निया पर प्रतिरोपित किया जाता है तो स्टेम कोशिकाएं उत्तेजित हो स्वयं दुरुस्त होकर अंततः दृष्टि बहाल करने में सहायक साबित होती हैं।,जब आईएन प्रतो को क्षतिग्रस्त कोर्निया पार प्रतिरोपित किया जता है टीओ स्टेम कोशिकाए उत्तेजित हो स्वीम दुरुस्त होकर अंततः दृष्टि भल करने मे शिक सबित होती हैया,0.4642857142857143,0.15625,0.13834368456410945
fansi se do din phle see.,फाँसी से दो दिन पहले सी.,फांसी से डो दिन फ्ले सीप,0.6666666666666666,0.20833333333333334,0.041095991233501536
duniyaa vale bhi kyaa yad - jurm,दुनिया वाले भी क्या याद - ज़ुर्म,दुनिया वाले भी क्या याद आर् जुर्म,0.2857142857142857,0.125,0.6147881529512643
Prdrshn mpn ko keval kosh prtifl ke mulynkn tak hi simit nahi kiya jna chahiye balki ismen anya kosh,प्रदर्शन मापन को केवल कोष प्रतिफल के मूल्यांकन तक ही सीमित नहीं किया जाना चाहिए बल्कि इसमें अन्य कोष,आर्द्रशन एमपीएन को केवल कोश प्रतिफल के मुलिंकन तक ही सिमित नाही किया जेएनए चाहिए बालकी इस्में अन्य कोश,0.5263157894736842,0.25,0.04127548532835144
yah Himly prvtmla men vypk rup se aur Pamir prvtmla men kuch jghon men pya jta hai.,यह हिमालय पर्वतमाला में व्यापक रूप से और पामीर पर्वतमाला में कुछ जगहों में पाया जाता है।,याह आइमली प्रवतमला मेन विप्क रूप से और अमीर प्रवतमला मेन कुच जघों मेन प्या जता हैया,0.8235294117647058,0.3068181818181818,0.05692994482485313
"vaiklpik prismpttiyo (srvbhaumik wealth fund, hez fund, niji equiti fund aur exchange traded fund) aur amir logo ke kosho ko ek sath","वैकल्पिक परिसंपत्तियों (सार्वभौमिक वेल्थ फंड, हेज फंड, निजी इक्विटी फंड और एक्सचेंज ट्रेडेड फंड) और अमीर लोगों के कोषों को एक साथ",वैकल्पिक परिसम्पत्तियो सार्वभौमिक वेल्थ फंड हेज़ फंड निजी इक्विटी फंड और एक्सचेंज ट्रेडेड फंड और अमीर लोगो के कोशो को एक साथ,0.36363636363636365,0.08527131782945736,0.35146880055054214
dusre ko radd kar dete hai isliye 5.6 V diode tapmn smbndhit mhtvpurna anuprayogo me psndida ghtk hai.,दूसरे को रद्द कर देते हैं इसलिए 5.6 V डायोड तापमान संबंधित महत्वपूर्ण अनुप्रयोगों में पसंदीदा घटक है।,दुसरे को रैड कार देते है इस्लिये आईएस आर् डायोड टेपमैन संबंधित महत्वपूर्ण अनुप्रयोगो मे पसंदीदा घटक हैया,0.6111111111111112,0.22772277227722773,0.03715770152515524
inka hegel se dharm me prmprvda aur vigyan me prkrtivd ka virodh karne ki shakti prapt hui aur rajneeti ke kshetra me,इनका हेगेल से धर्म में परंपरावाद और विज्ञान में प्रकृतिवाद का विरोध करने की शक्ति प्राप्त हुई और राजनीति के क्षेत्र में,इंका हेगेल से धर्म मे प्रमप्रव्द और विज्ञान मे प्रकृतिव्द का विरोध करने की शक्ति प्राप्त हुई और राजनीति के क्षेत्र मे,0.2727272727272727,0.08403361344537816,0.5548581090137994
"American Express dwara iske adhigrahan ke bad, farm ka nam bdl kar Shreerson/mericn Express rakh diyaa gyaa.","अमेरिकन एक्सप्रेस द्वारा इसके अधिग्रहण के बाद, फर्म का नाम बदल कर शेयरसन/अमेरिकन एक्सप्रेस रख दिया गया।",मेरिकन एक्सप्रेस द्वारा इसके अधिग्रहण के बादा फार्म का नाम बीडीएल कार हरीरसोनमेरिकन एक्सप्रेस रख दिया ज्ञाह,0.4117647058823529,0.17475728155339806,0.296690214684581
Lootera 2013 ki bollywood ki premkhni ntk film hai jo Vikrmditya Motwane dvra nirdeshit hai aur O Henrey ki lghuktha The Last Leaf par adharit hai.,लुटेरा 2013 की बॉलीवुड की प्रेमकहानी नाटक फ़िल्म है जो विक्रमादित्य मोटवानी द्वारा निर्देशित है और ओ हेनरी की लघुकथा द लास्ट लीफ पर आधारित है।,ओरोटेरा एग्री की बॉलीवुड की प्रेमखनी एनटीके फिल्म है जो इक्रमदित्य आउटवाने द्व्रा निर्देशित है और आर् एनरे की लघुकथा एचएचई अस्त एगाफ पार आधारित हैया,0.5769230769230769,0.3028169014084507,0.07788079465921696
se uttear kii or bdhta jta hai aur May ke ant men dsh ke uttr-pshchimi bhag me yah 48 se.,से उत्तर की ओर बढ़ता जाता है और मई के अन्त में देश के उत्तरी-पश्चिमी भाग में यह 48 सें.,से उत्तेअर की ओर बढ़ता जता है और अर्य के अंत मेन डीएसएच के उत्तरपश्चिमी भाग मे याह आरआर सें,0.55,0.28735632183908044,0.06779369947161298
Nehruaa kla' yah Bhrt desh ke Bihar rjya ka Goplgnj men Panchdevri prkhnd men wsa ek gaon hai.,नेहरुआ कला' यह भारत देश के बिहार राज्य का गोपालगंज में पंचदेवरी प्रखण्ड में वसा एक गांव है!,एघरुआ क्ला याह हर्ट देश के इघर राज्य का ओपलगंज मेन आंचदेवरी प्रखण्ड मेन वीएसए एक गाओं हैया,0.6666666666666666,0.2967032967032967,0.0319931647204462
Tapvrudhhi ke liye avashya ushma 1 ekak ushma hoti hai ataha ek gram pdrth ki ushmdhrita us pdrth ki vishisht ushma hoti hai.,तापवृद्धि के लिए आवश्यक उष्मा 1 एकक उष्मा होती है अत: एक ग्राम पदार्थ की उष्माधारिता उस पदार्थ की विशिष्ट उष्मा होती है।,अपवृद्धि के लिये अवश्य उष्मा आर् एकक उष्मा होती है अताहा एक ग्राम पद्रथ की उष्मधृत यूएस पद्रथ की विशिष्ट उष्मा होती हैया,0.43478260869565216,0.21666666666666667,0.23163304920473007
"aankhon mein, pristhabhumi retinopathy, prjnn-shil retinopathy, netrkachabh rktsrav aur retina tukadi, jisase andhaapan falit hota hai.","आंखों में, पृष्ठभूमि रेटिनोपैथी, प्रजनन-शील रेटिनोपैथी, नेत्रकाचाभ रक्तस्राव और रेटिना टुकड़ी, जिससे अंधापन फलित होता है।",आँखों मैंट पृष्ठभूमि रेटिनोपैथी प्रजन्नकशील रेटिनोपैथी नेत्रकाचभ रक्तस्राव और रेटिना तुकड़ी जिससे अंधापन फलित होता हैया,0.5,0.09917355371900827,0.1973212456326944
desh ki rjdhni Prague se 77 kimi uttr-pshchim mein sthit Belina nadi ke tat par aur Usti Nad Lbm ke dkshinpshchim mein hai.,देश की राजधानी प्राग से ७७ किमी उत्तर-पश्चिम में स्थित बिलिना नदी के तट पर और उस्टि नाड लाबम के दक्षिणपश्चिम में है।,देश की रजधनी रेग से आरआर किमी उत्तरपश्चिम में स्थित एलिना नदी के टैट पार और सोती आईएडी एबीएम के दक्षिणपश्चिम में हैया,0.4782608695652174,0.25,0.07289334177359764
2009 men Timor Sgr ke ek bade hisse men tel fail gya tha.,2009 में तिमोर सागर के एक बड़े हिस्से में तेल फैल गया था।,एग्री मेन इमोर जीजीआर के एक बड़े हिसे मेन टेल फैल ग्या थाँ,0.6923076923076923,0.3333333333333333,0.08263103182212594
inke anusar is krami vikschkr ka kabi ant nahin hota.,इनके अनुसार इस क्रमिक विकासचक्र का कभी अंत नहीं होता।,इंके अनुसार आईएस क्रमी विक्सचक्र का कबी अंत नहीं होता,0.6,0.16981132075471697,0.05307712171072445
rekhansh,रेखांश,रेखांश,0.0,0.0,0.1778279410038923
"Siroman Peerpainti, Bhglpur, Bihar Sthit ek gaon hai.","सिरोमन पीरपैंती, भागलपुर, बिहार स्थित एक गाँव है।",इयरोमैन एरपेंटिया हगलपुर इघर ठिट एक गाओं हैया,0.875,0.5102040816326531,0.02163211878762423
"tdoprant, 1780 ke dshk mein bhglpur ke collector augustus cleeveland ne shanti sthpna ki niti prstvit ki jiske anusar phdiya mukhiyaon","तदोपरांत, 1780 के दशक में भागलपुर के कलेक्टर ऑगस्टस क्लीवलैंड ने शांति स्थापना की नीति प्रस्तावित की जिसके अनुसार पहाड़िया मुखियाओं",तदोप्रांत एग्री के डीएसके में भगलपुर के कलेक्टर अगस्टस क्लीवलैंड ने शांति स्थापना की नीति प्रस्त्वित की जिसके अनुसार फड़िया मुखियाओं,0.3333333333333333,0.13740458015267176,0.3135651449525274
"durdrj ki durgam choti par chdhne ki koshish men, barfile pradesh men Kait-sciing kar rahe the.","दूरदराज की दुर्गम चोटी पर चढ़ने की कोशिश में, बर्फ़ीले प्रदेश में काइट-स्कीइंग कर रहे थे।",दूरदर्ज की दुर्गम चोटी पार चढ़ने की कोशिश मेंन बारफाइल प्रदेश मेन एरिटसाइंग कार रहे थें,0.5,0.20224719101123595,0.10335486664295351
vrtman smy mein hindi mukhyth devngiri lipi mein likhi jati hai jbki urdu mukhytah nstalik mein.,वर्तमान समय में हिन्दी मुख्यतः देवनागरी लिपि में लिखी जाति है जबकि उर्दू मुख्यतः नस्तालीक़ में।,वर्तमान स्माय में हिंदी मुख्यत देवनगिरी लिपी में लिखी जाती है जेबीकेआई उर्दू मुख्यतः नस्तालिक मैंट,0.5625,0.18947368421052632,0.04231178541610579
"uske bad unhonne brhmn ko panch ratn aur ek ghoda dete huye kha- ""meri or se rja Vikrmditya ko ye uphar de dena.""","उसके बाद उन्होंने ब्राह्मण को पाँच रत्न और एक घोड़ा देते हुए कहा- ""मेरी ओर से राजा विक्रमादित्य को ये उपहार दे देना।""",उसके बड़ उन्होंने ब्रह्मण को पंच रत्न और एक घोड़ा देते हुये खाप म्हेरी ओर से रजा इक्रमदित्य को ये उपहर डीई देनाह,0.4782608695652174,0.19658119658119658,0.1946508243651966
"2010 me, Dakshin Africa ka daura shuru karne se pahle bhartiy kptn Mhendra Singh Dhoni ne unhen ""bhrtiy cricket ke sath ghatit hone wali sarvshresth bat"" kha.","2010 में, दक्षिण अफ़्रीका का दौरा शुरू करने से पहले भारतीय कप्तान महेंद्र सिंह धोनी ने उन्हें ""भारतीय क्रिकेट के साथ घटित होने वाली सर्वश्रेष्ठ बात"" कहा.",एग्री में अक्षिण फारिका का दौरा शुरू करने से पहले भारतीय केपीटीन हैंड्रा इयांघ ह्रोनी ने उन्हें बढ़रतीय क्रिकेट के साथ घटित होने वाली सर्वश्रेष्ठ बट्ट खाप,0.4074074074074074,0.22875816993464052,0.3903089871063203
"Unhone abhiyukton ke liye ""muljiman"" ki jgh ""muljim"" shabd bol diya.","उन्होंने अभियुक्तों के लिये ""मुल्जिमान"" की जगह ""मुलाजिम"" शब्द बोल दिया।",न्होंने अभियुक्तों के लिये मुलजीमान की जग्ह मुलजिम शब्द बोल दियाँ,0.45454545454545453,0.14084507042253522,0.08535157993946077
sabhi sdhkon ko is prashn ne thga hai.,सभी साधकों को इस प्रश्न ने ठगा है।,सभी स्धकों को आईएस प्रश्न ने थगा हैया,0.5,0.20588235294117646,0.06985342056580097
"in manspeshiyon men tezi se vitntrikrn aur apripakv niropan ke krn, tntrikpeshi smbndhi snchrn asamanya ho skta hai aur Colinstirej nishedhkon ki khurak se shakti men sudhar ho skta hai.","इन मांसपेशियों में तेजी से वितंत्रीकरण और अपरिपक्व निरोपण के कारण, तंत्रिकापेशी संबंधी संचरण असामान्य हो सकता है और कॉलिनस्टीरेज़ निषेधकों की खुराक से शक्ति में सुधार हो सकता है।",आईएन मांसपेशियों मेन तेज़ी से वितंत्रीकरण और अप्रिपक्व निरोपण के केआरएनडी तंत्रिकपेशी संबंधी संचरण असामान्य हो स्कटा है और आलिंस्टिरेज निषेधकों की खुरक से शक्ति मेन सुधार हो स्कटा हैया,0.4,0.14606741573033707,0.1637237544630715
"shnkr (shahrukh khan) ek gunga insan hai, jise rja (amrish puri) plta hai.","शंकर (शाहरुख खान) एक गूंगा इंसान है, जिसे राजा (अमरीश पुरी) पालता है।",शंकर शाहरुख खांट एक गुंगा इंसान हैया जिसे रजा अमरीश पुरिया पल्टा हैया,0.6923076923076923,0.2318840579710145,0.016552826101546417
Soviat netrutw aur film nirmtaon ke liye filmon ka utpdn - kis prkr aur kin paristhiyon kentrgt wo banti hain. - ati mhtwpurn tha?,सोवियत नेतृत्व और फिल्म निर्माताओं के लिए फिल्मों का उत्पादन - किस प्रकार और किन परिस्थितियों केअंतर्गत वो बनती हैं - अति महत्वपूर्ण था?,ओएवियट नेतृत्व और फिल्म निर्मताओं के लिये फिल्मों का यूटीपीडीएन आर् किस प्रकर और किन परिस्थियों केंत्रगत वो बांटी हैंट आर् अति महत्वपूर्ण थाँ,0.5,0.22794117647058823,0.06680315067894363
